 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11,Min12,Max12,X12,Y12,Min13,Max13,X13,Y13,Min14,Max14,X14,Y14,Min15,Max15,X15,Y15,Min16,Max16,X16,Y16,Min17,Max17,X17,Y17
66,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
67,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
68,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
69,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
70,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
71,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
72,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
73,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
74,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
75,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
76,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
77,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
78,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
79,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
80,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
81,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
82,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
83,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
84,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
85,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
86,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
87,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
88,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
89,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
90,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
91,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
92,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
93,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
94,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
95,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
96,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
97,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
98,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
99,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
100,0,0,57.761,128.643,0,0,50.561,126.723,0,0,56.001,130.083,0,0,57.201,127.363,0,0,47.361,125.123,0,0,53.921,128.083,0,0,52.241,127.123,0,0,58.801,126.963,0,0,59.281,127.683,0,0,45.361,125.523,0,0,42.001,124.643,0,0,40.641,124.163,0,0,42.801,127.523,0,0,42.241,125.923,0,0,53.281,126.323,0,0,39.281,124.083,0,0,44.481,126.803
