 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11
80,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,1,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
81,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
82,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
83,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
84,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
85,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
86,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
87,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
88,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,1,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
89,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,1,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
90,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,1,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
91,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
92,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,1,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
93,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,1,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
94,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
95,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
96,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,0,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
97,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,1,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
98,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,1,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
99,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,2,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
100,0,0,86.802,68.322,0,0,89.842,74.722,0,0,90.562,77.282,0,0,91.282,79.682,0,0,102.882,98.642,0,0,105.362,103.682,0,2,106.562,109.683,0,0,104.162,119.683,0,0,98.082,136.563,0,0,97.122,141.523,0,0,97.762,133.523
