 ,Min1,Max1,X1,Y1,Min2,Max2,X2,Y2,Min3,Max3,X3,Y3,Min4,Max4,X4,Y4,Min5,Max5,X5,Y5,Min6,Max6,X6,Y6,Min7,Max7,X7,Y7,Min8,Max8,X8,Y8,Min9,Max9,X9,Y9,Min10,Max10,X10,Y10,Min11,Max11,X11,Y11,Min12,Max12,X12,Y12,Min13,Max13,X13,Y13
87,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
88,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
89,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
90,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
91,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
92,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
93,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
94,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
95,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
96,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
97,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
98,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
99,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
100,0,0,43.761,120.163,0,0,57.761,125.203,0,0,48.961,123.283,0,0,43.761,120.163,0,0,28.001,107.443,0,0,19.280,110.083,0,0,7.840,115.603,0,0,9.920,114.723,0,0,15.280,113.043,0,0,22.161,108.563,0,0,34.401,109.843,0,0,38.081,113.603,0,0,55.361,125.363
